SquareFootage,Bedrooms,HouseAge,DistanceFromCenterKm,HasGarage,Price
801.0,2.0,22.0,14.113771820219624,0.0,55231.082105641544
680.0,5.0,41.0,28.08237550830924,1.0,42809.41631369636
1106.0,3.0,21.0,10.168527044325765,1.0,143911.22626610225
3670.0,1.0,20.0,15.70980945196338,0.0,294238.1198858995
1199.0,2.0,26.0,2.205612912461371,1.0,155247.99986200363
1492.0,1.0,30.0,5.3019528279005765,0.0,122948.32391773813
1639.0,1.0,5.0,29.61227356580656,1.0,116460.4354871975
690.0,3.0,26.0,28.98844219664532,0.0,30000.0
2800.0,5.0,39.0,1.1432594470978787,1.0,284009.80378749734
1480.0,1.0,33.0,28.60254177727393,1.0,56588.37507979847
3475.0,2.0,11.0,19.53447819664951,1.0,266108.1893651701
2506.0,4.0,44.0,26.169630541080643,0.0,153905.3930275526
1684.0,1.0,6.0,14.187455813381915,1.0,154131.0374824494
3827.0,1.0,9.0,15.952284828798257,1.0,327704.9534157178
3894.0,3.0,44.0,15.176550827450685,1.0,313768.8188309212
627.0,5.0,16.0,20.339063468837026,1.0,71795.67140164126
2565.0,4.0,25.0,5.049886387933074,1.0,269179.4524715519
2316.0,2.0,20.0,1.8692341063076605,1.0,236723.26334616452
2258.0,4.0,27.0,9.929968306144536,0.0,195958.43790689346
3113.0,2.0,45.0,21.435742119362754,1.0,250558.0919833592
1069.0,5.0,1.0,6.853750111565502,1.0,159205.0115676789
1846.0,2.0,42.0,20.529540566422604,0.0,109803.22118135136
2395.0,3.0,0.0,29.127449337110843,0.0,170455.34247851532
3233.0,3.0,35.0,3.7231207578931333,0.0,282050.1721311776
1125.0,3.0,25.0,20.505461428528662,1.0,82840.03132011564
3859.0,3.0,28.0,13.868756359832563,1.0,314743.28336280654
3401.0,4.0,20.0,26.176125376947656,1.0,256100.15376690697
2186.0,5.0,10.0,6.137343893974191,1.0,256561.7561196392
3509.0,2.0,39.0,21.08615261455877,1.0,256812.96333554748
654.0,2.0,10.0,25.305343399795195,0.0,30000.0
3037.0,3.0,35.0,28.393812364746672,0.0,205289.60718275345
1909.0,3.0,48.0,20.81419282039973,1.0,132701.55397663615
1284.0,1.0,38.0,15.418068156244392,0.0,90566.21525392162
3675.0,5.0,39.0,18.917569965835202,0.0,257935.3944660314
3964.0,4.0,34.0,26.19824454988283,1.0,299337.5161572231
745.0,2.0,33.0,17.54768265252606,1.0,61740.39349139945
3747.0,1.0,46.0,1.881224731208269,1.0,332663.4066528477
3610.0,1.0,23.0,27.997512169702357,1.0,236613.68302330968
2000.0,2.0,21.0,20.996275779915273,1.0,178257.86235671624
2205.0,4.0,4.0,20.61888818754015,1.0,188523.2412628083
3306.0,1.0,32.0,7.254579419533798,1.0,297141.8186203356
1037.0,1.0,35.0,20.10767863674706,1.0,69756.42832946876
2390.0,5.0,46.0,12.422067763970595,0.0,207189.43956524838
2341.0,4.0,19.0,19.885756334203272,1.0,235235.06343800327
1420.0,1.0,18.0,4.091197878931731,1.0,142570.9390950623
2955.0,4.0,34.0,20.077513833488045,0.0,209233.75028044838
1024.0,2.0,42.0,29.98299804734933,1.0,41207.393265537794
3375.0,3.0,16.0,2.398149126956125,1.0,318425.25285583973
2029.0,1.0,44.0,29.3380513424182,0.0,105838.5850920818
3450.0,5.0,42.0,12.800330860963248,0.0,291649.59674946615
535.0,2.0,33.0,26.251850059780516,0.0,30000.0
1184.0,4.0,8.0,23.68917903768993,0.0,90801.18915007317
519.0,2.0,25.0,17.443471568613365,0.0,49735.21696370662
2868.0,1.0,1.0,22.41502706828847,1.0,219060.53657010166
3059.0,4.0,8.0,26.47695127773909,0.0,229868.16909692102
899.0,3.0,8.0,12.720069327879957,1.0,101277.7489854068
3201.0,2.0,39.0,10.483961685333922,0.0,266776.8599324758
1471.0,1.0,16.0,20.360208181343957,1.0,91299.25798837165
2406.0,5.0,0.0,24.4275323162965,0.0,193776.1450672158
3018.0,4.0,24.0,23.106268908521855,1.0,247949.77358048366
1666.0,2.0,42.0,24.1365958169004,1.0,93057.83052469218
1615.0,2.0,39.0,13.631916129575057,1.0,127711.40112795134
3925.0,3.0,41.0,24.71719226907563,0.0,272279.1079133547
1333.0,3.0,24.0,4.4860626057476445,1.0,173308.25787437923
2323.0,5.0,38.0,16.790183840864636,1.0,184576.4100486003
3274.0,5.0,34.0,1.1670011544455257,1.0,313342.24743104307
2482.0,1.0,2.0,10.412989067107839,0.0,237604.84936428163
1353.0,1.0,49.0,11.627384511270538,0.0,85063.21546739085
550.0,5.0,36.0,12.489008056668407,1.0,61069.89023232011
1074.0,5.0,43.0,21.168548994006002,1.0,93944.62497623573
3761.0,4.0,43.0,12.268184936840026,1.0,312352.4902309962
1648.0,3.0,29.0,14.01211505605339,1.0,167014.97786192145
2697.0,1.0,37.0,7.888779795355497,1.0,227537.85495923783
2861.0,3.0,33.0,11.824301957250862,0.0,229613.17570087247
3117.0,3.0,11.0,7.590819190631393,1.0,316962.1174089368
3913.0,5.0,18.0,3.1226817892848655,0.0,360878.04156453913
2852.0,4.0,36.0,18.50000920805996,1.0,245200.7722069998
